metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (Bottom) (mm),LLAQ21T033325,2026,1/27/2024 2:32,0.6,0.648,0.4176,0.76334
Cathode Width (mm),LLAQ21T033325,2026,1/27/2024 2:32,57.885,57.88811,57.6864,57.98906
Core Area (mm²),KLAQ31T085111,2027,1/27/2024 2:41,13.384,13.38187,13.30691,13.47176
Anode Overhang (All) (mm),KLAQ31T085111,2027,1/27/2024 2:41,0.707,0.6918,0.5184,0.87852
Anode Overhang (Top) (mm),KLAQ31T085111,2027,1/27/2024 2:41,0.799,0.79318,0.52831,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085111,2027,1/27/2024 2:41,0.615,0.62071,0.5184,0.6918
Cathode Width (mm),KLAQ31T085111,2027,1/27/2024 2:41,57.892,57.88804,57.7584,58.0036
Core Area (mm²),KLAQ31T084968,2028,1/27/2024 2:50,13.151,13.15751,13.08099,13.20728
Anode Overhang (All) (mm),KLAQ31T084968,2028,1/27/2024 2:50,0.711,0.70795,0.5489,0.85009
Anode Overhang (Top) (mm),KLAQ31T084968,2028,1/27/2024 2:50,0.774,0.76334,0.629,0.85009
Anode Overhang (Bottom) (mm),KLAQ31T084968,2028,1/27/2024 2:50,0.646,0.66256,0.5489,0.73567
Cathode Width (mm),KLAQ31T084968,2028,1/27/2024 2:50,57.901,57.90244,57.7728,58.00346
Core Area (mm²),KLAQ33T007757,2029,1/27/2024 3:00,13.174,13.1572,13.09727,13.332
Anode Overhang (All) (mm),KLAQ33T007757,2029,1/27/2024 3:00,0.726,0.72058,0.5184,0.92261
Anode Overhang (Top) (mm),KLAQ33T007757,2029,1/27/2024 3:00,0.759,0.7632,0.62037,0.92261
Anode Overhang (Bottom) (mm),KLAQ33T007757,2029,1/27/2024 3:00,0.692,0.67925,0.5184,0.8357
Cathode Width (mm),KLAQ33T007757,2029,1/27/2024 3:00,57.872,57.87364,57.7152,57.9888
Core Area (mm²),LLAQ21T066470,2030,1/27/2024 3:09,13.075,13.07581,12.9656,13.16072
Anode Overhang (All) (mm),LLAQ21T066470,2030,1/27/2024 3:09,0.71,0.72,0.4464,0.98015
Anode Overhang (Top) (mm),LLAQ21T066470,2030,1/27/2024 3:09,0.804,0.7632,0.48165,0.98015
Anode Overhang (Bottom) (mm),LLAQ21T066470,2030,1/27/2024 3:09,0.614,0.63946,0.4464,0.864
Cathode Width (mm),LLAQ21T066470,2030,1/27/2024 3:09,57.891,57.8882,57.74403,58.00323
Core Area (mm²),KLAQ34T018510,2031,1/27/2024 3:19,13.492,13.49903,13.40468,13.56093
Anode Overhang (All) (mm),KLAQ34T018510,2031,1/27/2024 3:19,0.726,0.72809,0.5472,0.90766
Anode Overhang (Top) (mm),KLAQ34T018510,2031,1/27/2024 3:19,0.701,0.69658,0.5616,0.90766
Anode Overhang (Bottom) (mm),KLAQ34T018510,2031,1/27/2024 3:19,0.751,0.75005,0.5472,0.90731
Cathode Width (mm),KLAQ34T018510,2031,1/27/2024 3:19,57.887,57.9024,57.744,57.97475
Anode Overhang (All) (mm),KLAQ34T028443,2032,1/27/2024 3:28,0.714,0.7344,0.4608,0.95084
Anode Overhang (Top) (mm),KLAQ34T028443,2032,1/27/2024 3:28,0.825,0.81102,0.66256,0.95084
Anode Overhang (Bottom) (mm),KLAQ34T028443,2032,1/27/2024 3:28,0.603,0.6192,0.4608,0.7776
Cathode Width (mm),KLAQ34T028443,2032,1/27/2024 3:28,57.905,57.9168,57.75846,58.01769
Core Area (mm²),KLAQ34T028443,2032,1/27/2024 3:28,13.182,13.17866,13.10691,13.2868
Core Area (mm²),KLAQ33T007736,2033,1/27/2024 3:38,13.258,13.26057,13.19069,13.35689
Anode Overhang (All) (mm),KLAQ33T007736,2033,1/27/2024 3:38,0.727,0.72058,0.5616,0.87887
Anode Overhang (Top) (mm),KLAQ33T007736,2033,1/27/2024 3:38,0.781,0.76807,0.67695,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T007736,2033,1/27/2024 3:38,0.67,0.67741,0.5616,0.76334
Cathode Width (mm),KLAQ33T007736,2033,1/27/2024 3:38,57.877,57.888,57.6864,58.00346
Core Area (mm²),LLAQ33T083051,2034,1/27/2024 3:47,13.197,13.19421,13.16435,13.25611
Anode Overhang (All) (mm),LLAQ33T083051,2034,1/27/2024 3:47,0.71,0.70619,0.5472,0.86508
Anode Overhang (Top) (mm),LLAQ33T083051,2034,1/27/2024 3:47,0.737,0.73454,0.6336,0.86508
Anode Overhang (Bottom) (mm),LLAQ33T083051,2034,1/27/2024 3:47,0.682,0.67818,0.5472,0.7788
Cathode Width (mm),LLAQ33T083051,2034,1/27/2024 3:47,57.908,57.90243,57.7296,58.03214
Core Area (mm²),KLAQ31T085069,2035,1/27/2024 3:57,13.285,13.29769,13.20023,13.34911
Anode Overhang (All) (mm),KLAQ31T085069,2035,1/27/2024 3:57,0.706,0.6918,0.5328,0.86412
Anode Overhang (Top) (mm),KLAQ31T085069,2035,1/27/2024 3:57,0.79,0.792,0.6624,0.86412
Anode Overhang (Bottom) (mm),KLAQ31T085069,2035,1/27/2024 3:57,0.623,0.6336,0.5328,0.73496
Cathode Width (mm),KLAQ31T085069,2035,1/27/2024 3:57,57.903,57.90242,57.77281,58.0179
Core Area (mm²),KLAQ33T007931,2036,1/27/2024 4:06,13.386,13.36726,13.28556,13.53325
Anode Overhang (All) (mm),KLAQ33T007931,2036,1/27/2024 4:06,0.727,0.72129,0.60634,0.82131
Anode Overhang (Top) (mm),KLAQ33T007931,2036,1/27/2024 4:06,0.722,0.72014,0.6192,0.82131
Anode Overhang (Bottom) (mm),KLAQ33T007931,2036,1/27/2024 4:06,0.731,0.7344,0.60634,0.82131
Cathode Width (mm),KLAQ33T007931,2036,1/27/2024 4:06,57.884,57.88802,57.7152,58.00331
Core Area (mm²),KLAQ33T007928,2037,1/27/2024 4:15,13.236,13.22086,13.15844,13.3853
Anode Overhang (All) (mm),KLAQ33T007928,2037,1/27/2024 4:15,0.726,0.7223,0.5616,0.87946
Anode Overhang (Top) (mm),KLAQ33T007928,2037,1/27/2024 4:15,0.79,0.792,0.69135,0.87946
Anode Overhang (Bottom) (mm),KLAQ33T007928,2037,1/27/2024 4:15,0.66,0.66303,0.5616,0.74935
Cathode Width (mm),KLAQ33T007928,2037,1/27/2024 4:15,57.88,57.88801,57.7152,57.98902
Core Area (mm²),KLAQ33T007752,2038,1/27/2024 4:25,13.24,13.23475,13.16238,13.38654
Anode Overhang (All) (mm),KLAQ33T007752,2038,1/27/2024 4:25,0.726,0.72036,0.5904,0.85009
Anode Overhang (Top) (mm),KLAQ33T007752,2038,1/27/2024 4:25,0.748,0.74935,0.6336,0.85009
Anode Overhang (Bottom) (mm),KLAQ33T007752,2038,1/27/2024 4:25,0.702,0.6936,0.5904,0.80756
Cathode Width (mm),KLAQ33T007752,2038,1/27/2024 4:25,57.876,57.87369,57.72961,57.98884
Anode Overhang (All) (mm),KLAQ33T007773,2040,1/27/2024 4:44,0.728,0.7344,0.6192,0.82131
Anode Overhang (Top) (mm),KLAQ33T007773,2040,1/27/2024 4:44,0.728,0.7344,0.6336,0.82131
Anode Overhang (Bottom) (mm),KLAQ33T007773,2040,1/27/2024 4:44,0.727,0.72359,0.6192,0.82131
Cathode Width (mm),KLAQ33T007773,2040,1/27/2024 4:44,57.881,57.88801,57.70082,57.98889
Core Area (mm²),KLAQ33T007773,2040,1/27/2024 4:44,13.266,13.25227,13.17565,13.40054
Core Area (mm²),KLAQ33T008372,2041,1/27/2024 4:53,13.226,13.22293,13.15513,13.29779
Anode Overhang (All) (mm),KLAQ33T008372,2041,1/27/2024 4:53,0.721,0.72014,0.6192,0.80756
Anode Overhang (Top) (mm),KLAQ33T008372,2041,1/27/2024 4:53,0.719,0.72,0.6192,0.80691
Anode Overhang (Bottom) (mm),KLAQ33T008372,2041,1/27/2024 4:53,0.723,0.72058,0.6192,0.80756
Cathode Width (mm),KLAQ33T008372,2041,1/27/2024 4:53,57.886,57.88803,57.7008,58.0036
Core Area (mm²),KLAQ33T007881,2042,1/27/2024 5:03,13.431,13.4137,13.36186,13.54755
Anode Overhang (All) (mm),KLAQ33T007881,2042,1/27/2024 5:03,0.724,0.72014,0.504,0.93644
Anode Overhang (Top) (mm),KLAQ33T007881,2042,1/27/2024 5:03,0.795,0.78833,0.6912,0.93644
Anode Overhang (Bottom) (mm),KLAQ33T007881,2042,1/27/2024 5:03,0.652,0.66381,0.504,0.74894
Cathode Width (mm),KLAQ33T007881,2042,1/27/2024 5:03,57.882,57.88811,57.68641,57.97441
Core Area (mm²),LLAQ21T066500,2043,1/27/2024 5:12,13.414,13.42065,13.3404,13.46617
Anode Overhang (All) (mm),LLAQ21T066500,2043,1/27/2024 5:12,0.712,0.71087,0.504,0.90766
Anode Overhang (Top) (mm),LLAQ21T066500,2043,1/27/2024 5:12,0.744,0.73454,0.6624,0.90766
Anode Overhang (Bottom) (mm),LLAQ21T066500,2043,1/27/2024 5:12,0.679,0.6912,0.504,0.76334
Cathode Width (mm),LLAQ21T066500,2043,1/27/2024 5:12,57.904,57.90242,57.744,58.0176
Core Area (mm²),KLAQ34T028363,2044,1/27/2024 5:22,13.158,13.14445,13.07457,13.2755
Anode Overhang (All) (mm),KLAQ34T028363,2044,1/27/2024 5:22,0.718,0.72509,0.504,0.92205
Anode Overhang (Top) (mm),KLAQ34T028363,2044,1/27/2024 5:22,0.824,0.80961,0.71247,0.92205
Anode Overhang (Bottom) (mm),KLAQ34T028363,2044,1/27/2024 5:22,0.612,0.61987,0.504,0.76334
Cathode Width (mm),KLAQ34T028363,2044,1/27/2024 5:22,57.917,57.91695,57.7728,58.01771
Core Area (mm²),KLAQ33T009650,2045,1/27/2024 5:31,13.203,13.1996,13.1121,13.3262
Anode Overhang (All) (mm),KLAQ33T009650,2045,1/27/2024 5:31,0.721,0.72129,0.5904,0.8507
Anode Overhang (Top) (mm),KLAQ33T009650,2045,1/27/2024 5:31,0.709,0.72014,0.5904,0.85009
Anode Overhang (Bottom) (mm),KLAQ33T009650,2045,1/27/2024 5:31,0.733,0.7344,0.5904,0.8507
Cathode Width (mm),KLAQ33T009650,2045,1/27/2024 5:31,57.921,57.93146,57.71522,58.03218
Core Area (mm²),KLAQ33T007751,2046,1/27/2024 5:41,13.274,13.27135,13.20862,13.34341
Anode Overhang (All) (mm),KLAQ33T007751,2046,1/27/2024 5:41,0.726,0.7223,0.5472,0.89326
Anode Overhang (Top) (mm),KLAQ33T007751,2046,1/27/2024 5:41,0.727,0.73454,0.57618,0.89326
Anode Overhang (Bottom) (mm),KLAQ33T007751,2046,1/27/2024 5:41,0.724,0.72058,0.5472,0.84972
Cathode Width (mm),KLAQ33T007751,2046,1/27/2024 5:41,57.878,57.8739,57.71522,57.98926
Core Area (mm²),KLAQ33T007950,2047,1/27/2024 5:50,13.271,13.27457,13.22158,13.31531
Anode Overhang (All) (mm),KLAQ33T007950,2047,1/27/2024 5:50,0.728,0.7344,0.576,0.87887
Anode Overhang (Top) (mm),KLAQ33T007950,2047,1/27/2024 5:50,0.732,0.73567,0.60497,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T007950,2047,1/27/2024 5:50,0.724,0.72014,0.576,0.8383
Cathode Width (mm),KLAQ33T007950,2047,1/27/2024 5:50,57.89,57.88833,57.7152,57.9892
Core Area (mm²),LLAQ21T036932,2048,1/27/2024 5:59,13.587,13.577,13.54175,13.67954
Anode Overhang (All) (mm),LLAQ21T036932,2048,1/27/2024 5:59,0.725,0.72014,0.58758,0.85009
Anode Overhang (Top) (mm),LLAQ21T036932,2048,1/27/2024 5:59,0.766,0.77667,0.648,0.85009
Anode Overhang (Bottom) (mm),LLAQ21T036932,2048,1/27/2024 5:59,0.681,0.67741,0.58758,0.7788
Cathode Width (mm),LLAQ21T036932,2048,1/27/2024 5:59,57.898,57.9168,57.744,58.00342
Anode Overhang (All) (mm),KLAQ33T007753,2049,1/27/2024 6:09,0.728,0.72014,0.504,0.93644
Anode Overhang (Top) (mm),KLAQ33T007753,2049,1/27/2024 6:09,0.781,0.78093,0.6624,0.93644
Anode Overhang (Bottom) (mm),KLAQ33T007753,2049,1/27/2024 6:09,0.671,0.67003,0.504,0.78411
Cathode Width (mm),KLAQ33T007753,2049,1/27/2024 6:09,57.879,57.87378,57.6864,58.0032
Core Area (mm²),KLAQ33T007753,2049,1/27/2024 6:09,13.294,13.2672,13.21899,13.49872
Core Area (mm²),LLAQ33T082954,2050,1/27/2024 6:18,13.489,13.48545,13.43154,13.61816
Anode Overhang (All) (mm),LLAQ33T082954,2050,1/27/2024 6:18,0.708,0.70575,0.5472,0.86448
Anode Overhang (Top) (mm),LLAQ33T082954,2050,1/27/2024 6:18,0.711,0.70619,0.60497,0.86448
Anode Overhang (Bottom) (mm),LLAQ33T082954,2050,1/27/2024 6:18,0.704,0.69255,0.5472,0.80653
Cathode Width (mm),LLAQ33T082954,2050,1/27/2024 6:18,57.914,57.91681,57.75846,58.03203
Core Area (mm²),KLAQ33T007784,2051,1/27/2024 6:28,13.314,13.30432,13.2137,13.47467
Anode Overhang (All) (mm),KLAQ33T007784,2051,1/27/2024 6:28,0.724,0.72058,0.61853,0.82093
Anode Overhang (Top) (mm),KLAQ33T007784,2051,1/27/2024 6:28,0.769,0.7776,0.63621,0.82093
Anode Overhang (Bottom) (mm),KLAQ33T007784,2051,1/27/2024 6:28,0.677,0.67695,0.61853,0.75101
Cathode Width (mm),KLAQ33T007784,2051,1/27/2024 6:28,57.883,57.88826,57.72961,58.0176
Core Area (mm²),LLAQ33T083022,2052,1/27/2024 6:37,13.307,13.3036,13.24595,13.4079
Anode Overhang (All) (mm),LLAQ33T083022,2052,1/27/2024 6:37,0.707,0.70575,0.504,0.90823
Anode Overhang (Top) (mm),LLAQ33T083022,2052,1/27/2024 6:37,0.76,0.7488,0.65579,0.90823
Anode Overhang (Bottom) (mm),LLAQ33T083022,2052,1/27/2024 6:37,0.653,0.66303,0.504,0.74894
Cathode Width (mm),LLAQ33T083022,2052,1/27/2024 6:37,57.901,57.90243,57.72963,58.01763
Core Area (mm²),KLAQ33T007741,2053,1/27/2024 6:47,13.324,13.31179,13.25518,13.44968
Anode Overhang (All) (mm),KLAQ33T007741,2053,1/27/2024 6:47,0.726,0.7223,0.576,0.86448
Anode Overhang (Top) (mm),KLAQ33T007741,2053,1/27/2024 6:47,0.725,0.72129,0.6192,0.86448
Anode Overhang (Bottom) (mm),KLAQ33T007741,2053,1/27/2024 6:47,0.726,0.7344,0.576,0.85009
Cathode Width (mm),KLAQ33T007741,2053,1/27/2024 6:47,57.868,57.87363,57.6864,57.9748
Core Area (mm²),KLAQ33T007917,2054,1/27/2024 6:56,13.471,13.44906,13.39162,13.60447
Anode Overhang (All) (mm),KLAQ33T007917,2054,1/27/2024 6:56,0.729,0.72058,0.5616,0.87887
Anode Overhang (Top) (mm),KLAQ33T007917,2054,1/27/2024 6:56,0.786,0.79213,0.6912,0.87887
Anode Overhang (Bottom) (mm),KLAQ33T007917,2054,1/27/2024 6:56,0.669,0.6649,0.5616,0.76442
Cathode Width (mm),KLAQ33T007917,2054,1/27/2024 6:56,57.88,57.88804,57.7296,57.98886
Core Area (mm²),KLAQ31T085145,2057,1/27/2024 7:15,13.245,13.24647,13.17908,13.30349
Anode Overhang (All) (mm),KLAQ31T085145,2057,1/27/2024 7:15,0.709,0.71352,0.48981,0.87852
Anode Overhang (Top) (mm),KLAQ31T085145,2057,1/27/2024 7:15,0.812,0.80961,0.72129,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085145,2057,1/27/2024 7:15,0.605,0.61937,0.48981,0.70575
Cathode Width (mm),KLAQ31T085145,2057,1/27/2024 7:15,57.895,57.90243,57.77282,58.00334
Core Area (mm²),KLAQ34T018498,2058,1/27/2024 7:24,13.439,13.44647,13.34932,13.51614
Anode Overhang (All) (mm),KLAQ34T018498,2058,1/27/2024 7:24,0.728,0.72359,0.6048,0.85155
Anode Overhang (Top) (mm),KLAQ34T018498,2058,1/27/2024 7:24,0.697,0.70619,0.6048,0.82131
Anode Overhang (Bottom) (mm),KLAQ34T018498,2058,1/27/2024 7:24,0.758,0.75005,0.61937,0.85155
Cathode Width (mm),KLAQ34T018498,2058,1/27/2024 7:24,57.893,57.90249,57.744,57.98915
Core Area (mm²),KLAQ34T018450,2059,1/27/2024 7:34,13.578,13.58882,13.48815,13.64045
Anode Overhang (All) (mm),KLAQ34T018450,2059,1/27/2024 7:34,0.73,0.7344,0.61987,0.82131
Anode Overhang (Top) (mm),KLAQ34T018450,2059,1/27/2024 7:34,0.747,0.74935,0.6624,0.82131
Anode Overhang (Bottom) (mm),KLAQ34T018450,2059,1/27/2024 7:34,0.712,0.70619,0.61987,0.82093
Cathode Width (mm),KLAQ34T018450,2059,1/27/2024 7:34,57.877,57.88802,57.7296,57.97462
Anode Overhang (All) (mm),KLAQ34T018625,2060,1/27/2024 7:43,0.714,0.72,0.5328,0.87887
Anode Overhang (Top) (mm),KLAQ34T018625,2060,1/27/2024 7:43,0.797,0.79213,0.67695,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T018625,2060,1/27/2024 7:43,0.632,0.648,0.5328,0.73496
Cathode Width (mm),KLAQ34T018625,2060,1/27/2024 7:43,57.911,57.9168,57.7584,58.01778
Core Area (mm²),KLAQ34T018625,2060,1/27/2024 7:43,13.643,13.64242,13.59815,13.71427
Core Area (mm²),LLAQ33T082933,2061,1/27/2024 7:53,13.083,13.08338,13.04129,13.12993
Anode Overhang (All) (mm),LLAQ33T082933,2061,1/27/2024 7:53,0.708,0.70575,0.6192,0.79318
Anode Overhang (Top) (mm),LLAQ33T082933,2061,1/27/2024 7:53,0.693,0.69135,0.6192,0.79252
Anode Overhang (Bottom) (mm),LLAQ33T082933,2061,1/27/2024 7:53,0.724,0.72014,0.63262,0.79318
Cathode Width (mm),LLAQ33T082933,2061,1/27/2024 7:53,57.902,57.90964,57.74406,58.032
Core Area (mm²),KLAQ34T029429,2062,1/27/2024 8:02,13.029,13.03185,12.94694,13.09064
Anode Overhang (All) (mm),KLAQ34T029429,2062,1/27/2024 8:02,0.72,0.71411,0.576,0.87946
Anode Overhang (Top) (mm),KLAQ34T029429,2062,1/27/2024 8:02,0.62,0.60771,0.576,0.69255
Anode Overhang (Bottom) (mm),KLAQ34T029429,2062,1/27/2024 8:02,0.82,0.82093,0.73567,0.87946
Cathode Width (mm),KLAQ34T029429,2062,1/27/2024 8:02,57.929,57.93138,57.77281,58.03204
Core Area (mm²),LLAQ33T083019,2063,1/27/2024 8:11,13.255,13.2557,13.20178,13.35533
Anode Overhang (All) (mm),LLAQ33T083019,2063,1/27/2024 8:11,0.698,0.7056,0.576,0.82131
Anode Overhang (Top) (mm),LLAQ33T083019,2063,1/27/2024 8:11,0.705,0.70575,0.5904,0.82131
Anode Overhang (Bottom) (mm),LLAQ33T083019,2063,1/27/2024 8:11,0.692,0.67741,0.576,0.82131
Cathode Width (mm),LLAQ33T083019,2063,1/27/2024 8:11,57.904,57.90246,57.75844,58.032
Core Area (mm²),LLAQ33T082889,2064,1/27/2024 8:21,13.147,13.14973,13.0896,13.18467
Anode Overhang (All) (mm),LLAQ33T082889,2064,1/27/2024 8:21,0.708,0.70575,0.5472,0.86448
Anode Overhang (Top) (mm),LLAQ33T082889,2064,1/27/2024 8:21,0.729,0.73454,0.60497,0.86448
Anode Overhang (Bottom) (mm),LLAQ33T082889,2064,1/27/2024 8:21,0.685,0.67695,0.5472,0.79318
Cathode Width (mm),LLAQ33T082889,2064,1/27/2024 8:21,57.897,57.88803,57.72961,58.03204
Core Area (mm²),KLAQ31T084935,2065,1/27/2024 8:30,13.268,13.27799,13.20064,13.32775
Anode Overhang (All) (mm),KLAQ31T084935,2065,1/27/2024 8:30,0.713,0.73447,0.5186,0.87852
Anode Overhang (Top) (mm),KLAQ31T084935,2065,1/27/2024 8:30,0.806,0.80033,0.73426,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T084935,2065,1/27/2024 8:30,0.619,0.63376,0.5186,0.7776
Cathode Width (mm),KLAQ31T084935,2065,1/27/2024 8:30,57.89,57.88815,57.7296,57.98902
Core Area (mm²),KLAQ34T018497,2066,1/27/2024 8:40,13.389,13.39442,13.25849,13.51448
Anode Overhang (All) (mm),KLAQ34T018497,2066,1/27/2024 8:40,0.73,0.7344,0.5328,0.90766
Anode Overhang (Top) (mm),KLAQ34T018497,2066,1/27/2024 8:40,0.752,0.75555,0.6336,0.90766
Anode Overhang (Bottom) (mm),KLAQ34T018497,2066,1/27/2024 8:40,0.707,0.70442,0.5328,0.90731
Cathode Width (mm),KLAQ34T018497,2066,1/27/2024 8:40,57.892,57.90241,57.744,58.00329
Core Area (mm²),LLAQ21T037369,2067,1/27/2024 8:49,13.595,13.61308,13.49457,13.66523
Anode Overhang (All) (mm),LLAQ21T037369,2067,1/27/2024 8:49,0.726,0.72129,0.5472,0.89326
Anode Overhang (Top) (mm),LLAQ21T037369,2067,1/27/2024 8:49,0.704,0.69851,0.56178,0.89326
Anode Overhang (Bottom) (mm),LLAQ21T037369,2067,1/27/2024 8:49,0.748,0.74935,0.5472,0.89326
Cathode Width (mm),LLAQ21T037369,2067,1/27/2024 8:49,57.892,57.90243,57.75841,58.00378
Core Area (mm²),LLAQ21T036874,2068,1/27/2024 9:09,13.584,13.58498,13.54289,13.63071
Anode Overhang (All) (mm),LLAQ21T036874,2068,1/27/2024 9:09,0.725,0.72517,0.60153,0.85265
Anode Overhang (Top) (mm),LLAQ21T036874,2068,1/27/2024 9:09,0.708,0.71087,0.60153,0.83532
Anode Overhang (Bottom) (mm),LLAQ21T036874,2068,1/27/2024 9:09,0.741,0.73666,0.6048,0.85265
Cathode Width (mm),LLAQ21T036874,2068,1/27/2024 9:09,57.897,57.9027,57.75843,58.00355
Anode Overhang (All) (mm),KLAQ31T085079,2073,1/29/2024 12:16,0.703,0.70575,0.44733,0.93611
Anode Overhang (Top) (mm),KLAQ31T085079,2073,1/29/2024 12:16,0.829,0.82093,0.5162,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T085079,2073,1/29/2024 12:16,0.577,0.59198,0.44733,0.86831
Cathode Width (mm),KLAQ31T085079,2073,1/29/2024 12:16,57.888,57.89529,57.7584,57.98881
Core Area (mm²),KLAQ31T085079,2073,1/29/2024 12:16,13.048,13.04813,13.00241,13.09167
Core Area (mm²),KLAQ31T085038,2074,1/29/2024 12:25,13.233,13.23807,13.17358,13.29115
Anode Overhang (All) (mm),KLAQ31T085038,2074,1/29/2024 12:25,0.709,0.71405,0.5184,0.87852
Anode Overhang (Top) (mm),KLAQ31T085038,2074,1/29/2024 12:25,0.802,0.79213,0.70795,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085038,2074,1/29/2024 12:25,0.617,0.63425,0.5184,0.72014
Cathode Width (mm),KLAQ31T085038,2074,1/29/2024 12:25,57.9,57.90246,57.7728,58.00326
Core Area (mm²),KLAQ33T007897,2075,1/29/2024 12:35,13.254,13.23579,13.16332,13.38022
Anode Overhang (All) (mm),KLAQ33T007897,2075,1/29/2024 12:35,0.725,0.72014,0.5472,0.89326
Anode Overhang (Top) (mm),KLAQ33T007897,2075,1/29/2024 12:35,0.784,0.792,0.66256,0.89326
Anode Overhang (Bottom) (mm),KLAQ33T007897,2075,1/29/2024 12:35,0.663,0.66303,0.5472,0.77813
Cathode Width (mm),KLAQ33T007897,2075,1/29/2024 12:35,57.874,57.87362,57.70081,57.9892
Core Area (mm²),KLAQ34T018560,2076,1/29/2024 12:44,13.388,13.38965,13.33522,13.47342
Anode Overhang (All) (mm),KLAQ34T018560,2076,1/29/2024 12:44,0.717,0.71087,0.5904,0.8357
Anode Overhang (Top) (mm),KLAQ34T018560,2076,1/29/2024 12:44,0.759,0.74894,0.67741,0.8357
Anode Overhang (Bottom) (mm),KLAQ34T018560,2076,1/29/2024 12:44,0.675,0.69135,0.5904,0.76807
Cathode Width (mm),KLAQ34T018560,2076,1/29/2024 12:44,57.906,57.91681,57.7728,58.01774
Core Area (mm²),KLAQ34T018478,2077,1/29/2024 12:53,13.354,13.35284,13.20551,13.50214
Anode Overhang (All) (mm),KLAQ34T018478,2077,1/29/2024 12:53,0.726,0.72359,0.5904,0.86508
Anode Overhang (Top) (mm),KLAQ34T018478,2077,1/29/2024 12:53,0.703,0.69255,0.59058,0.86508
Anode Overhang (Bottom) (mm),KLAQ34T018478,2077,1/29/2024 12:53,0.75,0.7632,0.5904,0.86448
Cathode Width (mm),KLAQ34T018478,2077,1/29/2024 12:53,57.889,57.8883,57.7296,57.98902
Core Area (mm²),KLAQ34T018500,2078,1/29/2024 13:03,13.364,13.37752,13.25134,13.48421
Anode Overhang (All) (mm),KLAQ34T018500,2078,1/29/2024 13:03,0.725,0.7223,0.5904,0.8507
Anode Overhang (Top) (mm),KLAQ34T018500,2078,1/29/2024 13:03,0.736,0.73567,0.62071,0.8507
Anode Overhang (Bottom) (mm),KLAQ34T018500,2078,1/29/2024 13:03,0.714,0.72,0.5904,0.8507
Cathode Width (mm),KLAQ34T018500,2078,1/29/2024 13:03,57.883,57.88822,57.7296,57.98886
Core Area (mm²),KLAQ31T085158,2079,1/29/2024 13:17,13.058,13.05663,12.98633,13.11708
Anode Overhang (All) (mm),KLAQ31T085158,2079,1/29/2024 13:17,0.707,0.66968,0.4752,0.92171
Anode Overhang (Top) (mm),KLAQ31T085158,2079,1/29/2024 13:17,0.834,0.82533,0.55398,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085158,2079,1/29/2024 13:17,0.58,0.59198,0.4752,0.6768
Cathode Width (mm),KLAQ31T085158,2079,1/29/2024 13:17,57.898,57.9024,57.7728,58.00338
Core Area (mm²),KLAQ31T085116,2080,1/29/2024 13:30,13.026,13.02615,12.97928,13.06679
Anode Overhang (All) (mm),KLAQ31T085116,2080,1/29/2024 13:30,0.706,0.72,0.45834,0.93611
Anode Overhang (Top) (mm),KLAQ31T085116,2080,1/29/2024 13:30,0.827,0.82093,0.648,0.93611
Anode Overhang (Bottom) (mm),KLAQ31T085116,2080,1/29/2024 13:30,0.585,0.59058,0.45834,0.792
Cathode Width (mm),KLAQ31T085116,2080,1/29/2024 13:30,57.898,57.9024,57.7728,58.00323
Core Area (mm²),KLAQ31T085063,2081,1/29/2024 14:08,13.131,13.13304,13.07529,13.19162
Anode Overhang (All) (mm),KLAQ31T085063,2081,1/29/2024 14:08,0.708,0.70575,0.5328,0.87852
Anode Overhang (Top) (mm),KLAQ31T085063,2081,1/29/2024 14:08,0.793,0.792,0.7056,0.87852
Anode Overhang (Bottom) (mm),KLAQ31T085063,2081,1/29/2024 14:08,0.622,0.62983,0.5328,0.72
Cathode Width (mm),KLAQ31T085063,2081,1/29/2024 14:08,57.893,57.88801,57.7728,58.01764
Anode Overhang (All) (mm),LLAQ21T036888,2082,1/29/2024 14:25,0.733,0.70655,0.50243,0.95051
Anode Overhang (Top) (mm),LLAQ21T036888,2082,1/29/2024 14:25,0.855,0.84972,0.56639,0.95051
Anode Overhang (Bottom) (mm),LLAQ21T036888,2082,1/29/2024 14:25,0.611,0.62071,0.50243,0.70692
Cathode Width (mm),LLAQ21T036888,2082,1/29/2024 14:25,57.86,57.8736,57.72961,57.96018
Core Area (mm²),LLAQ21T036888,2082,1/29/2024 14:25,13.218,13.20987,13.15958,13.30121
Core Area (mm²),KLAQ34T009649,2083,1/29/2024 14:35,13.894,13.89799,13.8419,13.95471
Anode Overhang (All) (mm),KLAQ34T009649,2083,1/29/2024 14:35,0.714,0.70575,0.53299,0.9072
Anode Overhang (Top) (mm),KLAQ34T009649,2083,1/29/2024 14:35,0.817,0.80653,0.72859,0.9072
